customer,cust_degree,cust_pagerank,cust_community,merchant,mer_degree,mer_pagerank,mer_community
C1702053445,14,0.15,40,,,,
C1702404555,11,0.15,42,,,,
C1703319891,13,0.15,43,,,,
C1703648667,13,0.15,42,,,,
C1703739582,13,0.15,42,,,,
C1704116821,9,0.15,40,,,,
C170484334,12,0.15,44,,,,
C1705346216,4,0.15,27,,,,
C1705819997,8,0.15,42,,,,
C1705927875,17,0.15,40,,,,
C17059521,15,0.15,42,,,,
C1706918687,10,0.15,42,,,,
C1707421914,6,0.15,5,,,,
C170769685,10,0.15,43,,,,
C1708261114,16,0.15,5,,,,
C1708403061,13,0.15,7,,,,
C1708732499,10,0.15,5,,,,
C1709958311,15,0.15,42,,,,
C1710387865,13,0.15,36,,,,
C1710930627,12,0.15,42,,,,
C1711218892,10,0.15,43,,,,
C1711371239,19,0.15,42,,,,
C1711634686,11,0.15,43,,,,
C1711699171,9,0.15,40,,,,
C17132509,11,0.15,44,,,,
C171345183,16,0.15,44,,,,
C1713690936,7,0.15,11,,,,
C1713848243,9,0.15,42,,,,
C1714385979,12,0.15,40,,,,
C1714676783,12,0.15,43,,,,
C1714895875,12,0.15,5,,,,
C171498975,12,0.15,42,,,,
C1715139,7,0.15,44,,,,
C1715338428,9,0.15,44,,,,
C1715900756,9,0.15,42,,,,
C1716617782,14,0.15,36,,,,
C17166563,9,0.15,5,,,,
C1717543260,10,0.15,42,,,,
C1718279923,10,0.15,43,,,,
C1718318682,10,0.15,42,,,,
C1718591511,10,0.15,5,,,,
C1718974481,12,0.15,42,,,,
C1719044180,9,0.15,5,,,,
C1719485237,12,0.15,40,,,,
C1719535099,7,0.15,42,,,,
C171977183,11,0.15,43,,,,
C1720679886,11,0.15,40,,,,
C1720950881,9,0.15,5,,,,
C1721541488,5,0.15,44,,,,
C1721990514,14,0.15,42,,,,
C1722275939,20,0.15,41,,,,
C1722987449,7,0.15,5,,,,
C1723242462,7,0.15,42,,,,
C1723688663,11,0.15,42,,,,
C1723897078,11,0.15,44,,,,
C1724556830,10,0.15,42,,,,
C1726895756,15,0.15,5,,,,
C172707110,18,0.15,44,,,,
C1728122351,22,0.15,5,,,,
C1728647108,12,0.15,5,,,,
C1728997564,8,0.15,44,,,,
C172921013,9,0.15,42,,,,
C1729635847,10,0.15,42,,,,
C1729776721,9,0.15,42,,,,
C1730375460,11,0.15,42,,,,
C1731135780,10,0.15,44,,,,
C1731138845,12,0.15,44,,,,
C1731163929,12,0.15,43,,,,
C1731249040,8,0.15,42,,,,
C1732307957,12,0.15,40,,,,
C1732568163,18,0.15,42,,,,
C1732609230,10,0.15,5,,,,
C1732752834,11,0.15,40,,,,
C173276320,15,0.15,40,,,,
C1733778992,13,0.15,44,,,,
C1734287915,8,0.15,42,,,,
C1734487337,17,0.15,42,,,,
C1734585073,12,0.15,43,,,,
C1734862058,10,0.15,7,,,,
C1734879586,11,0.15,40,,,,
C1734948367,12,0.15,42,,,,
C1735092211,9,0.15,44,,,,
C1735726583,11,0.15,5,,,,
C1735920391,9,0.15,44,,,,
C17359646,14,0.15,42,,,,
C1736027541,14,0.15,42,,,,
C1736605496,10,0.15,5,,,,
C1738944491,10,0.15,44,,,,
C1739071229,11,0.15,5,,,,
C1739468858,10,0.15,15,,,,
C1739741081,10,0.15,44,,,,
C1739998964,6,0.15,42,,,,
C1740004679,10,0.15,44,,,,
C1740186506,11,0.15,40,,,,
C1740393527,8,0.15,42,,,,
C1741037105,16,0.15,42,,,,
C1741401017,8,0.15,40,,,,
C1741615821,13,0.15,43,,,,
C1743327214,10,0.15,42,,,,
C1743392358,10,0.15,40,,,,
C1743702978,5,0.15,11,,,,
C1744098311,10,0.15,42,,,,
C1744280753,16,0.15,44,,,,
C1744581762,10,0.15,43,,,,
C1744858817,12,0.15,7,,,,
C1745468920,8,0.15,44,,,,
C1746579125,13,0.15,42,,,,
C1747513604,12,0.15,42,,,,
C1747786179,9,0.15,38,,,,
C174977934,12,0.15,42,,,,
C1750362802,9,0.15,40,,,,
C1750373007,10,0.15,42,,,,
C1750835738,8,0.15,5,,,,
C1750881279,13,0.15,5,,,,
C1751458006,10,0.15,7,,,,
C1753498738,13,0.15,43,,,,
C1754160937,9,0.15,7,,,,
C1754543106,13,0.15,42,,,,
C1755124222,10,0.15,5,,,,
C1756466427,10,0.15,42,,,,
C175698222,10,0.15,44,,,,
C1757210259,12,0.15,43,,,,
C17589297,16,0.15,42,,,,
C1758950662,9,0.15,11,,,,
C1760492708,11,0.15,43,,,,
C1760524265,13,0.15,42,,,,
C1760612790,11,0.15,42,,,,
C1760986787,13,0.15,42,,,,
C1761085759,11,0.15,43,,,,
C1761250553,9,0.15,42,,,,
C1761368684,13,0.15,44,,,,
C1761432742,9,0.15,42,,,,
C1762043633,14,0.15,43,,,,
C1763311989,6,0.15,1,,,,
C1763342131,8,0.15,42,,,,
C1763371495,15,0.15,42,,,,
C1763624260,14,0.15,42,,,,
C176392439,11,0.15,44,,,,
C1764447156,20,0.15,42,,,,
C1765886577,12,0.15,5,,,,
C1767072624,13,0.15,40,,,,
C1767103563,8,0.15,5,,,,
C1767734624,10,0.15,42,,,,
C1767839998,15,0.15,43,,,,
C1767929602,10,0.15,42,,,,
C1768220463,9,0.15,5,,,,
C1768385310,12,0.15,43,,,,
C176878772,12,0.15,42,,,,
C1769359992,11,0.15,44,,,,
C1769401317,9,0.15,40,,,,
C1769470125,11,0.15,40,,,,
C1769927077,15,0.15,42,,,,
C177123752,10,0.15,42,,,,
C1771537982,15,0.15,43,,,,
C1771632349,13,0.15,42,,,,
C1771706228,12,0.15,22,,,,
C1771717627,8,0.15,5,,,,
C1772071898,11,0.15,5,,,,
C1775239769,12,0.15,7,,,,
C1775611696,14,0.15,43,,,,
C1776310825,11,0.15,5,,,,
C1777432937,10,0.15,42,,,,
C1777502922,20,0.15,41,,,,
C1777674460,8,0.15,40,,,,
C1778512686,9,0.15,44,,,,
C1778762788,11,0.15,40,,,,
C1779394537,11,0.15,43,,,,
C1780201239,12,0.15,42,,,,
C1780497356,11,0.15,42,,,,
C1780824451,12,0.15,42,,,,
C1780829982,10,0.15,42,,,,
C1781238594,10,0.15,43,,,,
C1781924994,12,0.15,42,,,,
C1781953799,13,0.15,44,,,,
C1782998558,12,0.15,40,,,,
C1783127345,12,0.15,5,,,,
C1783206868,9,0.15,5,,,,
C1783610571,10,0.15,5,,,,
C1783773775,13,0.15,43,,,,
C1784755412,10,0.15,42,,,,
C1784864427,6,0.15,42,,,,
C1786430014,7,0.15,42,,,,
C1787239285,14,0.15,46,,,,
C1787537369,18,0.15,42,,,,
C1788210321,17,0.15,42,,,,
C1788358708,13,0.15,43,,,,
C1789457872,23,0.15,43,,,,
C1790426542,13,0.15,43,,,,
C1790520611,9,0.15,43,,,,
C1791014902,16,0.15,5,,,,
C1791347994,9,0.15,5,,,,
C1791524453,11,0.15,44,,,,
C1791559714,8,0.15,42,,,,
C1791750813,9,0.15,44,,,,
C1791793827,16,0.15,44,,,,
C1791903269,10,0.15,42,,,,
C179196508,8,0.15,44,,,,
C1792734476,13,0.15,42,,,,
C1793075309,14,0.15,43,,,,
C1793707767,10,0.15,42,,,,
C179390259,18,0.15,44,,,,
C1794686407,12,0.15,42,,,,
C179648560,10,0.15,7,,,,
C1797237747,9,0.15,5,,,,
C179748485,11,0.15,44,,,,
C1798103026,9,0.15,5,,,,
C1798653291,13,0.15,43,,,,
C1799010144,10,0.15,42,,,,
C1799527037,11,0.15,43,,,,
C1799589925,10,0.15,5,,,,
C1799882713,9,0.15,40,,,,
C1800696439,16,0.15,42,,,,
C1801015376,8,0.15,5,,,,
C1801270098,8,0.15,44,,,,
C1801713151,9,0.15,5,,,,
C1802570035,10,0.15,44,,,,
C1802714004,9,0.15,36,,,,
C1803181641,8,0.15,42,,,,
C1803182614,8,0.15,38,,,,
C1803364571,13,0.15,43,,,,
C1804573810,11,0.15,40,,,,
C1806072501,13,0.15,40,,,,
C1806256044,13,0.15,5,,,,
C1806422891,16,0.15,43,,,,
C1806963277,10,0.15,5,,,,
C1807153148,8,0.15,5,,,,
C1807259356,12,0.15,40,,,,
C1807452084,13,0.15,42,,,,
C1807567788,9,0.15,5,,,,
C1807765388,10,0.15,42,,,,
C1807970113,7,0.15,5,,,,
C1808385426,13,0.15,42,,,,
C1808415473,13,0.15,40,,,,
C1808704110,5,0.15,7,,,,
C1808964355,8,0.15,44,,,,
C1809104609,9,0.15,42,,,,
C180936571,18,0.15,40,,,,
C1809615650,10,0.15,44,,,,
C1809646275,3,0.15,6,,,,
C1809945143,10,0.15,44,,,,
C1810630647,12,0.15,40,,,,
C181111540,9,0.15,43,,,,
C1811749392,14,0.15,40,,,,
C1812521679,12,0.15,43,,,,
C1812702959,12,0.15,42,,,,
C1812935919,10,0.15,42,,,,
C1813823560,11,0.15,11,,,,
C1813956515,8,0.15,43,,,,
C1814131114,13,0.15,43,,,,
C181413412,6,0.15,7,,,,
C1814746822,10,0.15,42,,,,
C1814870538,11,0.15,42,,,,
C1815102713,13,0.15,45,,,,
C1815278899,11,0.15,42,,,,
C1815496848,8,0.15,42,,,,
C1815981756,8,0.15,5,,,,
C1816212551,12,0.15,42,,,,
C1816813783,9,0.15,5,,,,
C1817318774,25,0.15,41,,,,
C1817842389,15,0.15,5,,,,
C181787207,14,0.15,43,,,,
C1818021493,16,0.15,43,,,,
C1818841328,12,0.15,42,,,,
C1818893825,15,0.15,42,,,,
C1819254965,13,0.15,43,,,,
C1819552999,10,0.15,5,,,,
C1819751403,5,0.15,36,,,,
C1820624068,15,0.15,5,,,,
C1820855004,11,0.15,40,,,,
C1821035128,10,0.15,42,,,,
C1821582093,11,0.15,42,,,,
C1821681988,11,0.15,45,,,,
C1822295676,6,0.15,7,,,,
C1823983599,8,0.15,5,,,,
C1825783439,13,0.15,40,,,,
C1825851538,10,0.15,5,,,,
C1825950751,10,0.15,42,,,,
C1826105311,21,0.15,43,,,,
C1827331929,10,0.15,5,,,,
C1827713539,13,0.15,42,,,,
C1828122,11,0.15,42,,,,
C1828345671,10,0.15,42,,,,
C1828416123,9,0.15,6,,,,
C1828909550,13,0.15,5,,,,
C182918114,11,0.15,5,,,,
C1830336096,15,0.15,42,,,,
C1830714840,10,0.15,43,,,,
C1832119955,14,0.15,41,,,,
C183270065,11,0.15,5,,,,
C183456137,19,0.15,20,,,,
C1834864466,7,0.15,42,,,,
C1835412106,18,0.15,5,,,,
C1836308269,14,0.15,44,,,,
C1837200499,15,0.15,5,,,,
C1837295173,11,0.15,44,,,,
C1837321151,6,0.15,3,,,,
C1838285576,9,0.15,40,,,,
C1838494462,14,0.15,43,,,,
C1838681949,12,0.15,42,,,,
C1838948302,16,0.15,44,,,,
C1839662768,11,0.15,40,,,,
C1840158336,10,0.15,43,,,,
C1840859519,9,0.15,3,,,,
C1842441894,10,0.15,5,,,,
C1844076143,12,0.15,43,,,,
C1844695541,10,0.15,5,,,,
C1844993068,11,0.15,5,,,,
C1846080029,8,0.15,42,,,,
C1846201961,12,0.15,42,,,,
C1846274338,19,0.15,43,,,,
C1846578588,5,0.15,6,,,,
C1847111025,10,0.15,42,,,,
C1847494890,14,0.15,40,,,,
C1848884864,10,0.15,40,,,,
C1849046345,27,0.15,41,,,,
C1850482225,8,0.15,7,,,,
C1850870588,17,0.15,42,,,,
C1852091130,8,0.15,5,,,,
C1853277977,9,0.15,5,,,,
C1853365964,6,0.15,7,,,,
C1853381059,8,0.15,5,,,,
C1854104284,11,0.15,43,,,,
C185428348,12,0.15,44,,,,
C1855266571,11,0.15,42,,,,
C1855338494,13,0.15,42,,,,
C1855693993,10,0.15,5,,,,
C1855857061,15,0.15,44,,,,
C1857140958,17,0.15,44,,,,
C1857263556,13,0.15,42,,,,
C1857873865,16,0.15,42,,,,
C185820405,4,0.15,42,,,,
C1859195979,9,0.15,45,,,,
C1860405125,7,0.15,5,,,,
C1860775846,10,0.15,44,,,,
C1861439904,12,0.15,40,,,,
C1861455727,17,0.15,42,,,,
C1861613802,10,0.15,42,,,,
C1862169273,8,0.15,42,,,,
C1862240946,14,0.15,42,,,,
C1862384239,12,0.15,42,,,,
C1862556322,14,0.15,44,,,,
C1864289868,11,0.15,40,,,,
C186469824,12,0.15,42,,,,
C1864768620,12,0.15,43,,,,
C186516178,18,0.15,42,,,,
C1865204568,10,0.15,5,,,,
C1866572071,12,0.15,42,,,,
C1867566140,14,0.15,44,,,,
C186769596,10,0.15,42,,,,
C1867965524,10,0.15,43,,,,
C1869142879,14,0.15,40,,,,
C1869757503,8,0.15,5,,,,
C1869939691,13,0.15,42,,,,
C1870640785,8,0.15,43,,,,
C1870872671,13,0.15,5,,,,
C1870926183,9,0.15,42,,,,
C1871125244,15,0.15,43,,,,
C1871220408,12,0.15,38,,,,
C1871594117,12,0.15,43,,,,
C1872482068,15,0.15,43,,,,
C1872660217,13,0.15,40,,,,
C1872803698,11,0.15,42,,,,
C1873446390,12,0.15,7,,,,
C1873506157,17,0.15,43,,,,
C1874220848,12,0.15,5,,,,
C187473376,19,0.15,42,,,,
C187514477,12,0.15,44,,,,
C1875710426,8,0.15,42,,,,
C1876476635,11,0.15,40,,,,
C1876642037,10,0.15,44,,,,
C1877622224,16,0.15,5,,,,
C1877766749,13,0.15,42,,,,
C1878030169,9,0.15,40,,,,
C1878500339,10,0.15,42,,,,
C1879341237,12,0.15,44,,,,
C187965576,12,0.15,5,,,,
C188084843,8,0.15,36,,,,
C1881279773,11,0.15,42,,,,
C1881495517,11,0.15,5,,,,
C1881708420,10,0.15,42,,,,
C1882101149,12,0.15,42,,,,
C1882290962,12,0.15,5,,,,
C1882920635,5,0.15,44,,,,
C188367998,9,0.15,44,,,,
C1883823119,9,0.15,5,,,,
C1883962820,14,0.15,20,,,,
C1884342559,14,0.15,43,,,,
C1884908595,9,0.15,40,,,,
C1885091211,13,0.15,40,,,,
C1885719603,11,0.15,43,,,,
C1885919902,9,0.15,42,,,,
C1886601622,11,0.15,44,,,,
C1886620334,17,0.15,41,,,,
C1886871597,14,0.15,36,,,,
C1887082660,10,0.15,42,,,,
C1887326984,16,0.15,43,,,,
C1887473486,10,0.15,42,,,,
C188991095,9,0.15,42,,,,
C1889984788,14,0.15,5,,,,
C1890075917,14,0.15,40,,,,
C1890191192,8,0.15,5,,,,
C1890250226,11,0.15,5,,,,
C189036899,20,0.15,42,,,,
C1890466358,12,0.15,7,,,,
C1890779401,11,0.15,3,,,,
C1891401770,15,0.15,40,,,,
C1892148523,14,0.15,40,,,,
C1893177739,12,0.15,42,,,,
C1893753407,11,0.15,5,,,,
C189483600,7,0.15,15,,,,
C1895615571,13,0.15,42,,,,
C1895811684,9,0.15,42,,,,
C1896147467,15,0.15,44,,,,
C1896250849,8,0.15,42,,,,
C1896828249,5,0.15,11,,,,
C1896850232,18,0.15,42,,,,
C1897313368,12,0.15,42,,,,
C1897566795,12,0.15,44,,,,
C1897689911,11,0.15,43,,,,
C1897705669,13,0.15,42,,,,
C1897708405,9,0.15,46,,,,
C1897792872,7,0.15,7,,,,
C189823798,9,0.15,21,,,,
C1898673978,11,0.15,5,,,,
C1899001756,12,0.15,44,,,,
C1899061870,9,0.15,44,,,,
C1899748276,11,0.15,44,,,,
C1900716037,6,0.15,15,,,,
C1901064095,9,0.15,40,,,,
C190128751,12,0.15,42,,,,
C1901383731,9,0.15,43,,,,
C1902104464,13,0.15,5,,,,
C1902378891,14,0.15,42,,,,
C1902837467,11,0.15,40,,,,
C1903005844,10,0.15,43,,,,
C1903013338,10,0.15,7,,,,
C1903765775,10,0.15,40,,,,
C1903856065,10,0.15,42,,,,
C190398591,14,0.15,42,,,,
C1904086644,11,0.15,40,,,,
C1904362781,6,0.15,42,,,,
C1904416498,9,0.15,40,,,,
C190521845,11,0.15,5,,,,
C1905396523,13,0.15,42,,,,
C1905402681,12,0.15,42,,,,
C1906259613,5,0.15,22,,,,
C1906711479,16,0.15,42,,,,
C1906860092,9,0.15,42,,,,
C1908894965,11,0.15,42,,,,
C1908932714,11,0.15,42,,,,
C1909173090,12,0.15,43,,,,
C1909782411,11,0.15,43,,,,
C1910153505,14,0.15,5,,,,
C1911232863,16,0.15,44,,,,
C1911281701,11,0.15,42,,,,
C1911293580,11,0.15,40,,,,
C1911908507,15,0.15,42,,,,
C1913044357,12,0.15,42,,,,
C1913127981,8,0.15,44,,,,
C1913314890,10,0.15,43,,,,
C1913473991,9,0.15,5,,,,
C191366309,11,0.15,5,,,,
C1914057832,14,0.15,43,,,,
C1914083426,11,0.15,5,,,,
C1914582232,18,0.15,44,,,,
C1915276731,13,0.15,43,,,,
C1915603015,8,0.15,5,,,,
C1916796804,6,0.15,15,,,,
C1918064652,11,0.15,42,,,,
C1918088317,10,0.15,7,,,,
C1918935856,12,0.15,42,,,,
C1918953803,12,0.15,42,,,,
C1920284556,12,0.15,42,,,,
C1920498287,11,0.15,44,,,,
C1921196241,10,0.15,40,,,,
C1921248691,13,0.15,40,,,,
C1922022324,11,0.15,40,,,,
C1922157108,14,0.15,43,,,,
C1923131377,10,0.15,44,,,,
C1923945958,13,0.15,5,,,,
C1924305208,4,0.15,6,,,,
C1926972512,8,0.15,43,,,,
C1927223566,12,0.15,5,,,,
C1927346472,13,0.15,44,,,,
C1927849279,12,0.15,42,,,,
C1928005021,11,0.15,42,,,,
C1928450094,9,0.15,43,,,,
C1928637369,11,0.15,42,,,,
C1928842916,17,0.15,43,,,,
C1929167055,18,0.15,5,,,,
C192974759,18,0.15,43,,,,
C1929968596,9,0.15,42,,,,
C1930072075,12,0.15,42,,,,
C1930258744,11,0.15,44,,,,
C1931570160,11,0.15,5,,,,
C1931900243,19,0.15,42,,,,
C1932334304,13,0.15,43,,,,
C193297871,9,0.15,40,,,,
C1933075111,13,0.15,41,,,,
C1933962406,19,0.15,42,,,,
C1934785516,9,0.15,42,,,,
C1934886086,10,0.15,43,,,,
C1935421495,13,0.15,42,,,,
C1935661715,15,0.15,44,,,,
C1936493073,8,0.15,43,,,,
C1936855292,12,0.15,5,,,,
C1937615372,7,0.15,42,,,,
C1938976805,12,0.15,42,,,,
C193924578,12,0.15,44,,,,
C1939349733,8,0.15,42,,,,
C1939799337,11,0.15,43,,,,
C1940107136,12,0.15,7,,,,
C194016923,12,0.15,44,,,,
C1940215857,11,0.15,42,,,,
C1940951230,7,0.15,40,,,,
C1941160297,12,0.15,42,,,,
C1941625566,10,0.15,44,,,,
C1942983218,11,0.15,42,,,,
C194301248,13,0.15,44,,,,
C1943108967,8,0.15,44,,,,
C1943207086,8,0.15,5,,,,
C1943367280,10,0.15,42,,,,
C1944210063,9,0.15,5,,,,
C1944646841,11,0.15,43,,,,
C1944878458,15,0.15,5,,,,
C1945520078,11,0.15,42,,,,
C1945950459,14,0.15,42,,,,
C1947369699,17,0.15,42,,,,
C1947400039,11,0.15,7,,,,
C1948527523,12,0.15,43,,,,
C194859196,9,0.15,5,,,,
C1948728559,10,0.15,42,,,,
C1949440316,11,0.15,40,,,,
C1949469724,9,0.15,43,,,,
C1949984685,19,0.15,43,,,,
C1950237952,15,0.15,42,,,,
C1950723662,9,0.15,42,,,,
C1950870438,11,0.15,42,,,,
C1951890364,11,0.15,42,,,,
C1952040134,16,0.15,42,,,,
C1952109278,10,0.15,40,,,,
C1952580233,14,0.15,44,,,,
C1952937534,11,0.15,40,,,,
C1952969809,10,0.15,44,,,,
C1953142190,8,0.15,42,,,,
C195373250,15,0.15,42,,,,
C1953872129,10,0.15,42,,,,
C1954474578,8,0.15,44,,,,
C1954706477,12,0.15,44,,,,
C1954938610,9,0.15,5,,,,
C1955375790,12,0.15,44,,,,
C1956819896,10,0.15,42,,,,
C1956908177,9,0.15,5,,,,
C1956971543,13,0.15,42,,,,
C1957046981,15,0.15,5,,,,
C1959067413,13,0.15,42,,,,
C1959396051,18,0.15,43,,,,
C1959541246,8,0.15,42,,,,
C1960297159,8,0.15,42,,,,
C1960353164,9,0.15,42,,,,
C1960578141,15,0.15,40,,,,
C1960639712,9,0.15,5,,,,
C1960866892,12,0.15,43,,,,
C1962137244,11,0.15,42,,,,
C1962291095,14,0.15,42,,,,
C1962407385,11,0.15,42,,,,
C1962882634,14,0.15,42,,,,
C1963238862,16,0.15,5,,,,
C1963249369,7,0.15,42,,,,
C1963617384,12,0.15,40,,,,
C1964602402,13,0.15,41,,,,
C1965017830,10,0.15,42,,,,
C1965115675,12,0.15,42,,,,
C1965185304,17,0.15,41,,,,
C1965496749,15,0.15,42,,,,
C1965708710,11,0.15,44,,,,
C1966364075,8,0.15,7,,,,
C1966502638,11,0.15,44,,,,
C1966686053,12,0.15,42,,,,
C1966964007,15,0.15,40,,,,
C1967337226,8,0.15,42,,,,
C196786098,12,0.15,3,,,,
C196806031,11,0.15,43,,,,
C1968624098,12,0.15,44,,,,
C1968779147,15,0.15,42,,,,
C196888452,10,0.15,42,,,,
C1969430351,9,0.15,44,,,,
C1969886762,12,0.15,5,,,,
C1969942970,11,0.15,42,,,,
C1970738826,9,0.15,42,,,,
C1971105040,12,0.15,43,,,,
C1971153898,10,0.15,42,,,,
C1971497679,16,0.15,43,,,,
C1971736578,11,0.15,5,,,,
C1973203074,13,0.15,44,,,,
C1973547259,9,0.15,42,,,,
C1973818754,10,0.15,40,,,,
C1974668487,12,0.15,40,,,,
C1975322645,16,0.15,5,,,,
C1975392482,6,0.15,5,,,,
C197543842,10,0.15,38,,,,
C1975714155,9,0.15,42,,,,
C1977058282,13,0.15,40,,,,
C1977634536,7,0.15,5,,,,
C1977646698,15,0.15,42,,,,
C1977780197,13,0.15,44,,,,
C197798791,12,0.15,42,,,,
C1978080967,9,0.15,44,,,,
C1978250683,31,0.15,43,,,,
C1979396384,11,0.15,7,,,,
C1980127627,12,0.15,5,,,,
C1980302296,9,0.15,42,,,,
C1980881901,12,0.15,42,,,,
C1980965530,12,0.15,5,,,,
C1981040988,11,0.15,7,,,,
C1981089677,18,0.15,5,,,,
C1981764666,14,0.15,43,,,,
C19820082,13,0.15,42,,,,
C1982277917,21,0.15,5,,,,
C198230909,12,0.15,40,,,,
C1982656265,14,0.15,41,,,,
C1983511229,10,0.15,42,,,,
C1983734850,18,0.15,44,,,,
C1983968298,5,0.15,3,,,,
C1983995504,9,0.15,42,,,,
C1984017083,11,0.15,42,,,,
C1984083185,11,0.15,44,,,,
C1986046665,13,0.15,42,,,,
C1986443469,12,0.15,42,,,,
C1986701933,16,0.15,44,,,,
C1987405562,11,0.15,43,,,,
C1987985724,10,0.15,42,,,,
C1988025089,12,0.15,42,,,,
C1988407051,12,0.15,42,,,,
C1990073844,10,0.15,5,,,,
C1990341771,14,0.15,42,,,,
C1990714179,12,0.15,36,,,,
C1991820533,10,0.15,42,,,,
C1991822900,16,0.15,40,,,,
C1992185297,9,0.15,42,,,,
C1992803690,11,0.15,42,,,,
C1992960127,12,0.15,43,,,,
C1993791093,9,0.15,46,,,,
C1994178184,29,0.15,41,,,,
C1994736634,20,0.15,41,,,,
C1995039136,12,0.15,5,,,,
C199512926,13,0.15,40,,,,
C1995719338,10,0.15,5,,,,
C1996249538,12,0.15,5,,,,
C199664659,15,0.15,5,,,,
C1996918734,13,0.15,43,,,,
C1998442183,16,0.15,40,,,,
C1999090638,12,0.15,44,,,,
C1999699557,12,0.15,40,,,,
C2000956624,9,0.15,42,,,,
C2001133685,10,0.15,40,,,,
C2001183195,12,0.15,40,,,,
C2001505633,14,0.15,36,,,,
C2002713196,15,0.15,41,,,,
C2002750382,9,0.15,42,,,,
C20027851,10,0.15,42,,,,
C2003246685,12,0.15,44,,,,
C200459252,14,0.15,40,,,,
C2004941826,24,0.15,41,,,,
C2005070127,14,0.15,5,,,,
C2005093875,12,0.15,42,,,,
C200511130,9,0.15,42,,,,
C2005297705,10,0.15,42,,,,
C2005372528,12,0.15,42,,,,
C2005671734,13,0.15,42,,,,
C2006367089,12,0.15,42,,,,
C2007043031,12,0.15,40,,,,
C2007253908,13,0.15,43,,,,
C2007848056,15,0.15,38,,,,
C2008400862,6,0.15,41,,,,
C2008428493,11,0.15,42,,,,
C2008562542,14,0.15,40,,,,
C200882642,12,0.15,42,,,,
C2009344338,10,0.15,7,,,,
C2011457912,9,0.15,42,,,,
C2011875751,18,0.15,40,,,,
C2012683959,11,0.15,42,,,,
C2012722039,8,0.15,5,,,,
C2013867948,12,0.15,44,,,,
C2013871968,7,0.15,5,,,,
C201406562,14,0.15,3,,,,
C2014169866,11,0.15,40,,,,
C2014438912,11,0.15,42,,,,
C2014729870,10,0.15,42,,,,
C2014915363,7,0.15,7,,,,
C2015203999,9,0.15,42,,,,
C2015444413,9,0.15,6,,,,
C2016264883,6,0.15,40,,,,
C2016890783,9,0.15,44,,,,
C2016997607,10,0.15,40,,,,
C2017140130,9,0.15,3,,,,
C2017390387,14,0.15,36,,,,
C2018553540,12,0.15,42,,,,
C2020967123,12,0.15,40,,,,
C2021849962,12,0.15,43,,,,
C2022102158,17,0.15,5,,,,
C2023751717,8,0.15,5,,,,
C20239039,14,0.15,5,,,,
C202531238,9,0.15,5,,,,
C2025967620,12,0.15,20,,,,
C2026269026,10,0.15,43,,,,
C2027052970,9,0.15,36,,,,
C2027310658,15,0.15,42,,,,
C2027325203,9,0.15,38,,,,
C20274793,9,0.15,5,,,,
C2027631548,12,0.15,41,,,,
C2027892936,20,0.15,42,,,,
C2028528769,14,0.15,44,,,,
C2029028090,11,0.15,5,,,,
C2029229218,10,0.15,7,,,,
C2029865097,12,0.15,43,,,,
C2030175121,11,0.15,42,,,,
C2030210340,7,0.15,5,,,,
C2031167542,9,0.15,42,,,,
C203163727,9,0.15,5,,,,
C2031701237,11,0.15,20,,,,
C2032185280,15,0.15,43,,,,
C2033310172,14,0.15,42,,,,
C2033826237,10,0.15,42,,,,
C2033860682,10,0.15,3,,,,
C2033917877,9,0.15,10,,,,
C203427830,8,0.15,5,,,,
C2034859281,12,0.15,40,,,,
C2035341190,9,0.15,42,,,,
C2035771335,11,0.15,42,,,,
C2036557936,11,0.15,40,,,,
C2037169176,8,0.15,5,,,,
C2037338028,11,0.15,43,,,,
C2038018161,11,0.15,5,,,,
C203802515,10,0.15,42,,,,
C2038427935,13,0.15,42,,,,
C2038979642,11,0.15,40,,,,
C2039473569,10,0.15,42,,,,
C2040640036,14,0.15,42,,,,
C2041168843,12,0.15,5,,,,
C2041218422,8,0.15,42,,,,
C204205576,10,0.15,38,,,,
C2042324703,12,0.15,5,,,,
C2042503226,12,0.15,43,,,,
C2043823425,13,0.15,43,,,,
C2043927860,9,0.15,5,,,,
C2044070952,10,0.15,42,,,,
C2044183803,10,0.15,42,,,,
C2044438336,15,0.15,42,,,,
C204633978,12,0.15,42,,,,
C2046797625,9,0.15,42,,,,
C2046826424,10,0.15,5,,,,
C2048375146,12,0.15,42,,,,
C2048667042,7,0.15,46,,,,
C2049000934,9,0.15,42,,,,
C2049382420,16,0.15,5,,,,
C2051145244,9,0.15,44,,,,
C2051369004,17,0.15,44,,,,
C2052617893,12,0.15,41,,,,
C2053277267,7,0.15,5,,,,
C2054233026,11,0.15,43,,,,
C2054744914,14,0.15,42,,,,
C2055009466,9,0.15,43,,,,
C2055156879,20,0.15,42,,,,
C2055186059,10,0.15,42,,,,
C2055489140,9,0.15,41,,,,
C2056015074,18,0.15,42,,,,
C2057462116,15,0.15,42,,,,
C205797331,11,0.15,42,,,,
C2058916086,9,0.15,44,,,,
C2059060401,15,0.15,5,,,,
C2059136665,7,0.15,5,,,,
C2060410910,10,0.15,38,,,,
C206074131,8,0.15,5,,,,
C2060778761,10,0.15,44,,,,
C2060968828,11,0.15,43,,,,
C206106585,10,0.15,43,,,,
C206142588,14,0.15,42,,,,
C2061535111,13,0.15,42,,,,
